imageT0,imageT1,label
forestT0_0.jpeg,forestT1_0.jpeg,0
forestT0_1.jpeg,forestT1_1.jpeg,0
forestT0_2.jpeg,forestT1_2.jpeg,0
forestT0_3.jpeg,forestT1_3.jpeg,0
forestT0_4.jpeg,forestT1_4.jpeg,0
forestT0_5.jpeg,forestT1_5.jpeg,0
forestT0_6.jpeg,forestT1_6.jpeg,0
forestT0_7.jpeg,forestT1_7.jpeg,0
forestT0_8.jpeg,forestT1_8.jpeg,0
forestT0_9.jpeg,forestT1_9.jpeg,0
forestT0_10.jpeg,forestT1_10.jpeg,0
forestT0_11.jpeg,forestT1_11.jpeg,0
forestT0_12.jpeg,forestT1_12.jpeg,0
forestT0_13.jpeg,forestT1_13.jpeg,0
forestT0_14.jpeg,forestT1_14.jpeg,0
forestT0_15.jpeg,forestT1_15.jpeg,0
forestT0_16.jpeg,forestT1_16.jpeg,0
forestT0_17.jpeg,forestT1_17.jpeg,0
forestT0_18.jpeg,forestT1_18.jpeg,0
forestT0_19.jpeg,forestT1_19.jpeg,0
forestT0_20.jpeg,forestT1_20.jpeg,0
forestT0_21.jpeg,forestT1_21.jpeg,0
forestT0_22.jpeg,forestT1_22.jpeg,0
forestT0_23.jpeg,forestT1_23.jpeg,0
forestT0_24.jpeg,forestT1_24.jpeg,0
forestT0_25.jpeg,forestT1_25.jpeg,0
forestT0_26.jpeg,forestT1_26.jpeg,0
forestT0_27.jpeg,forestT1_27.jpeg,0
forestT0_28.jpeg,forestT1_28.jpeg,0
forestT0_29.jpeg,forestT1_29.jpeg,0
forestT0_30.jpeg,forestT1_30.jpeg,0
forestT0_31.jpeg,forestT1_31.jpeg,0
forestT0_32.jpeg,forestT1_32.jpeg,0
forestT0_33.jpeg,forestT1_33.jpeg,0
forestT0_34.jpeg,forestT1_34.jpeg,0
forestT0_35.jpeg,forestT1_35.jpeg,0
forestT0_36.jpeg,forestT1_36.jpeg,0
forestT0_37.jpeg,forestT1_37.jpeg,0
forestT0_38.jpeg,forestT1_38.jpeg,0
forestT0_39.jpeg,forestT1_39.jpeg,0
forestT0_40.jpeg,forestT1_40.jpeg,0
forestT0_41.jpeg,forestT1_41.jpeg,0
forestT0_42.jpeg,forestT1_42.jpeg,0
forestT0_43.jpeg,forestT1_43.jpeg,0
forestT0_44.jpeg,forestT1_44.jpeg,0
forestT0_45.jpeg,forestT1_45.jpeg,0
forestT0_46.jpeg,forestT1_46.jpeg,0
forestT0_47.jpeg,forestT1_47.jpeg,0
forestT0_48.jpeg,forestT1_48.jpeg,0
forestT0_49.jpeg,forestT1_49.jpeg,0
forestT0_50.jpeg,forestT1_50.jpeg,0
forestT0_51.jpeg,forestT1_51.jpeg,0
forestT0_52.jpeg,forestT1_52.jpeg,0
forestT0_53.jpeg,forestT1_53.jpeg,0
forestT0_54.jpeg,forestT1_54.jpeg,0
forestT0_55.jpeg,forestT1_55.jpeg,0
forestT0_56.jpeg,forestT1_56.jpeg,0
forestT0_57.jpeg,forestT1_57.jpeg,0
forestT0_58.jpeg,forestT1_58.jpeg,0
forestT0_59.jpeg,forestT1_59.jpeg,0
forestT0_60.jpeg,forestT1_60.jpeg,0
forestT0_61.jpeg,forestT1_61.jpeg,0
forestT0_62.jpeg,forestT1_62.jpeg,0
forestT0_63.jpeg,forestT1_63.jpeg,0
forestT0_64.jpeg,forestT1_64.jpeg,0
forestT0_65.jpeg,forestT1_65.jpeg,0
forestT0_66.jpeg,forestT1_66.jpeg,0
forestT0_67.jpeg,forestT1_67.jpeg,0
forestT0_68.jpeg,forestT1_68.jpeg,0
forestT0_69.jpeg,forestT1_69.jpeg,0
forestT0_70.jpeg,forestT1_70.jpeg,0
forestT0_71.jpeg,forestT1_71.jpeg,0
forestT0_72.jpeg,forestT1_72.jpeg,0
forestT0_73.jpeg,forestT1_73.jpeg,0
forestT0_74.jpeg,forestT1_74.jpeg,0
forestT0_75.jpeg,forestT1_75.jpeg,0
forestT0_76.jpeg,forestT1_76.jpeg,0
forestT0_77.jpeg,forestT1_77.jpeg,0
forestT0_78.jpeg,forestT1_78.jpeg,0
forestT0_79.jpeg,forestT1_79.jpeg,0
forestT0_80.jpeg,forestT1_80.jpeg,0
forestT0_81.jpeg,forestT1_81.jpeg,0
forestT0_82.jpeg,forestT1_82.jpeg,0
forestT0_83.jpeg,forestT1_83.jpeg,0
forestT0_84.jpeg,forestT1_84.jpeg,0
forestT0_85.jpeg,forestT1_85.jpeg,0
forestT0_86.jpeg,forestT1_86.jpeg,0
forestT0_87.jpeg,forestT1_87.jpeg,0
forestT0_88.jpeg,forestT1_88.jpeg,0
forestT0_89.jpeg,forestT1_89.jpeg,0
forestT0_90.jpeg,forestT1_90.jpeg,0
forestT0_91.jpeg,forestT1_91.jpeg,0
forestT0_92.jpeg,forestT1_92.jpeg,0
forestT0_93.jpeg,forestT1_93.jpeg,0
forestT0_94.jpeg,forestT1_94.jpeg,0
forestT0_95.jpeg,forestT1_95.jpeg,0
forestT0_96.jpeg,forestT1_96.jpeg,0
forestT0_97.jpeg,forestT1_97.jpeg,0
forestT0_98.jpeg,forestT1_98.jpeg,0
forestT0_99.jpeg,forestT1_99.jpeg,0
forestT0_100.jpeg,forestT1_100.jpeg,0
forestT0_101.jpeg,forestT1_101.jpeg,0
forestT0_102.jpeg,forestT1_102.jpeg,0
forestT0_103.jpeg,forestT1_103.jpeg,0
forestT0_104.jpeg,forestT1_104.jpeg,0
forestT0_105.jpeg,forestT1_105.jpeg,0
forestT0_106.jpeg,forestT1_106.jpeg,0
forestT0_107.jpeg,forestT1_107.jpeg,0
forestT0_108.jpeg,forestT1_108.jpeg,0
forestT0_109.jpeg,forestT1_109.jpeg,0
forestT0_110.jpeg,forestT1_110.jpeg,0
forestT0_111.jpeg,forestT1_111.jpeg,0
forestT0_112.jpeg,forestT1_112.jpeg,0
forestT0_113.jpeg,forestT1_113.jpeg,0
forestT0_114.jpeg,forestT1_114.jpeg,0
forestT0_115.jpeg,forestT1_115.jpeg,0
forestT0_116.jpeg,forestT1_116.jpeg,0
forestT0_117.jpeg,forestT1_117.jpeg,0
forestT0_118.jpeg,forestT1_118.jpeg,0
forestT0_119.jpeg,forestT1_119.jpeg,0
forestT0_120.jpeg,forestT1_120.jpeg,0
forestT0_121.jpeg,forestT1_121.jpeg,0
forestT0_122.jpeg,forestT1_122.jpeg,0
forestT0_123.jpeg,forestT1_123.jpeg,0
forestT0_124.jpeg,forestT1_124.jpeg,0
forestT0_125.jpeg,forestT1_125.jpeg,0
forestT0_126.jpeg,forestT1_126.jpeg,0
forestT0_127.jpeg,forestT1_127.jpeg,0
forestT0_128.jpeg,forestT1_128.jpeg,0
forestT0_129.jpeg,forestT1_129.jpeg,0
forestT0_130.jpeg,forestT1_130.jpeg,0
forestT0_131.jpeg,forestT1_131.jpeg,0
forestT0_132.jpeg,forestT1_132.jpeg,0
forestT0_133.jpeg,forestT1_133.jpeg,0
forestT0_134.jpeg,forestT1_134.jpeg,0
forestT0_135.jpeg,forestT1_135.jpeg,0
forestT0_136.jpeg,forestT1_136.jpeg,0
forestT0_137.jpeg,forestT1_137.jpeg,0
forestT0_138.jpeg,forestT1_138.jpeg,0
forestT0_139.jpeg,forestT1_139.jpeg,0
forestT0_140.jpeg,forestT1_140.jpeg,0
forestT0_141.jpeg,forestT1_141.jpeg,0
forestT0_142.jpeg,forestT1_142.jpeg,0
forestT0_143.jpeg,forestT1_143.jpeg,0
forestT0_144.jpeg,forestT1_144.jpeg,0
forestT0_145.jpeg,forestT1_145.jpeg,0
forestT0_146.jpeg,forestT1_146.jpeg,0
forestT0_147.jpeg,forestT1_147.jpeg,0
forestT0_148.jpeg,forestT1_148.jpeg,0
forestT0_149.jpeg,forestT1_149.jpeg,0
forestT0_150.jpeg,forestT1_150.jpeg,0
forestT0_151.jpeg,forestT1_151.jpeg,0
forestT0_152.jpeg,forestT1_152.jpeg,0
forestT0_153.jpeg,forestT1_153.jpeg,0
forestT0_154.jpeg,forestT1_154.jpeg,0
forestT0_155.jpeg,forestT1_155.jpeg,0
forestT0_156.jpeg,forestT1_156.jpeg,0
